source,ref,field,error_type,message,span,snippet
"PYQ","1086297d-9e57-44fa-a98c-be6221563696","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 322: …[1500^2-1000^2]$̲+\frac{2 \pi \t…"," \begin{aligned} J\frac{d\omega }{dt}&=\tau _e-\tau _L\\ J\omega \frac{d\omega }{dt}&=P_e-P_L \;\;(\because P=\tau \omega )\\ \therefore P_e&=J\omega \frac{d\omega }{dt}+P_L\\ E&=\int P_edt\\ R&=J\int_{1000}^{1500}\omega d\omega +\int_{1000}^{1500}P_Ldt\\ &=\frac{J}{2}\left ( \frac{2 \pi}{60} \right","We have $\begin{aligned} J\frac{d\omega }{dt}&=\tau _e-\tau _L\\ J\omega \frac{d\omega }{dt}&=P_e-P_L \;\;(\because P=\tau \omega )\\ \therefore P_e&=J\omega \frac{d\omega }{dt}+P_L\\ E&=\int P_edt\\ "
"PYQ","11601203-dc8b-421a-95c8-fc7a4ef1e214","explanation","Undefined control sequence: \1","KaTeX parse error: Undefined control sequence: \1 at position 4: f^{\̲1̲}= (\ \frac{V-u…","f^{\1}= (\ \frac{V-u}{V}\ ) f,f^{x}=\ (\ \frac{V+u}{V}\ ) f","$f^{\1}= (\ \frac{V-u}{V}\ ) f,f^{x}=\ (\ \frac{V+u}{V}\ ) f$ $f^{x}-f^{ {1}} =\ (\ \frac{V+u-V+u}{V}\ ) f= \frac{2 u f}{V}$ $⇒10=\ \frac{2 u × 660}{330}$ $u=\ \frac{10}{4}=2.5$ m / s"
"PYQ","124d9b95-0dca-4a47-ac1b-4b1b53fa9fa9","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …og \frac{[A^-]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …og \frac{[A^-]}","pH = pK_a + \log \frac{[A^-]}","The behavior of a weak acid buffer is determined by the Henderson-Hasselbalch equation, $pH = pK_a + \log \frac{[A^-]}{[HA]}$. When 50% of the acid is ionized, the concentration of the conjugate base "
"PYQ","13070087-1378-40f9-88ab-64fe20e27e68","explanation","Can'…'\frac' in text mode","KaTeX parse error: Can't use function '\frac' in text mode at position 16: n_2-n_1=v_\text\̲f̲r̲a̲c̲{gas}{2l}","n_2-n_1=v_\text\frac{gas}{2l}","$v_s=\sqrt{{γP}/ ρ}$ $v_\text{gas}/v_\text{air}=\sqrt{ρ_\text{air}/ρ_\text{gas}}$ $⇒v_\text{gas}/300=1/\sqrt2$ $∴v_\text{gas}=150\sqrt2$ Now $n_2-n_1=v_\text{gas}/{2l}$ $=\frac{150\sqrt2}{2(1)}=75\sqr"
"PYQ","14b4ddad-65fc-44cf-b7ea-2462ed516a23","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 46: … \frac{0.5}{3} $̲[1 + 4(e^{0.5})…"," \text{Approximate Integral} = \frac{0.5}{3} $[1 + 4(e^{0.5}) + e^{1.0}]\$ ","This problem asks us to calculate the absolute error when using Simpson's 1/3rd rule to approximate the integral $\displaystyle\int_{{0}}^{{1}} e^x dx$. We'll compare the numerical approximation with "
"PYQ","14b4ddad-65fc-44cf-b7ea-2462ed516a23","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 61: …}^{1} e^x dx = $̲[e^x]_0^1 = e^1…"," \text{Exact Integral} = \displaystyle\int_{0}^{1} e^x dx = $[e^x]_0^1 = e^1 - e^0 = e - 1 ","This problem asks us to calculate the absolute error when using Simpson's 1/3rd rule to approximate the integral $\displaystyle\int_{{0}}^{{1}} e^x dx$. We'll compare the numerical approximation with "
"PYQ","1540e62d-f85b-43ca-9298-c339149644bc","question_text","Extra }","KaTeX parse error: Extra } at position 118: …CH}_3\mathrm{I}}̲}{(ii)\,\mathrm…","\xrightarrow[\; \underset{\substack{(iv)\,\mathrm{H}_2,\mathrm{Na}/\mathrm{NH}_3\,(l)}}$iii)\,\mathrm{CH}_3\mathrm{I}}}{(ii)\,\mathrm{NaNH}_2\,\text{excess}}]{(i)\,\mathrm{Br}_2/\mathrm{CHCl}_3}","$$\xrightarrow[\; \underset{\substack{(iv)\,\mathrm{H}_2,\mathrm{Na}/\mathrm{NH}_3\,(l)\\(iii)\,\mathrm{CH}_3\mathrm{I}}}{(ii)\,\mathrm{NaNH}_2\,\text{excess}}]{(i)\,\mathrm{Br}_2/\mathrm{CHCl}_3}$$ C"
"PYQ","1563bb01-2387-4144-8766-509e5ea3179c","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …[\mathrm{H}^+]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …[\mathrm{H}^+]}","K_{a2} = \frac{[\mathrm{H}^+]}","For a weak diprotic acid $\mathrm{H}_2\mathrm{X}$, the concentration of the divalent anion $[X^{2-}]$ is approximately equal to the second ionization constant $K_{a2}$, provided that the first ionizat"
"PYQ","15cc5b3d-4a91-49be-810c-ffea11ed296c","explanation","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 5: y = ̲rac{x^2+2x-15}{…","y = rac{x^2+2x-15}{x^2-4x+9}","To determine injectivity, observe that $f(x)$ takes the value 0 at both $x = -5$ and $x = 3$. Since two distinct values in the domain map to the same output, the function fails the one-one condition. "
"PYQ","169ebab2-5b5a-4f67-9393-5d70e7fbaab2","explanation","Expected '…', got '}'","KaTeX parse error: Expected 'EOF', got '}' at position 1: }̲{[\text{L}^{-1}…","}{[\text{L}^{-1}]","Magnetic induction Magnetic force of induction can be given as $\text{F}=\text{q} \text{v} \text{B}$ ⇒ $\text{B}=\frac{\text{F}}{q v}$ $[\text{B}]=\frac{[\text{F}]}{[q][v]}={[\text{M} \text{L} \text{T"
"PYQ","169ebab2-5b5a-4f67-9393-5d70e7fbaab2","explanation","Expected '…', got '}'","KaTeX parse error: Expected 'EOF', got '}' at position 1: }̲/{[{\text{L}}^{…","}/{[{\text{L}}^{3}]","Magnetic induction Magnetic force of induction can be given as $\text{F}=\text{q} \text{v} \text{B}$ ⇒ $\text{B}=\frac{\text{F}}{q v}$ $[\text{B}]=\frac{[\text{F}]}{[q][v]}={[\text{M} \text{L} \text{T"
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","question_text","Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","\frac{[\mathrm{Fe}^{2+}]}","Consider the cell$\mathrm{Pt}_{(\mathrm{s})} | \mathrm{H}_2(\mathrm{g}, 1\ \mathrm{atm}) | \mathrm{H}^{+}(\mathrm{aq}, 1\ \mathrm{M})$ $\mathrm{Fe}^{3+}(\mathrm{aq}), \mathrm{Fe}^{2+}(\mathrm{aq}) | \"
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","\frac{[\mathrm{Fe}^{2+}]}","The potential of an electrochemical cell under non-standard conditions is determined by the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. In this specific "
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","0.712 = 0.771 - 0.06 \log \left( \frac{[\mathrm{Fe}^{2+}]}","The potential of an electrochemical cell under non-standard conditions is determined by the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. In this specific "
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","explanation","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 4: {} \̲r̲i̲g̲h̲t̲)","{} \right)","The potential of an electrochemical cell under non-standard conditions is determined by the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. In this specific "
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","0.06 \log \left( \frac{[\mathrm{Fe}^{2+}]}","The potential of an electrochemical cell under non-standard conditions is determined by the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. In this specific "
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","explanation","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 4: {} \̲r̲i̲g̲h̲t̲) = 0.771 - 0.7…","{} \right) = 0.771 - 0.712","The potential of an electrochemical cell under non-standard conditions is determined by the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. In this specific "
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","0.06 \log \left( \frac{[\mathrm{Fe}^{2+}]}","The potential of an electrochemical cell under non-standard conditions is determined by the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. In this specific "
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","explanation","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 4: {} \̲r̲i̲g̲h̲t̲) = 0.059","{} \right) = 0.059","The potential of an electrochemical cell under non-standard conditions is determined by the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. In this specific "
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …thrm{Fe}^{2+}]}","\log \left( \frac{[\mathrm{Fe}^{2+}]}","The potential of an electrochemical cell under non-standard conditions is determined by the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. In this specific "
"PYQ","16a64a5e-fe94-4352-8193-f6883fc98299","explanation","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 4: {} \̲r̲i̲g̲h̲t̲) = \frac{0.059…","{} \right) = \frac{0.059}{0.06} \approx 1","The potential of an electrochemical cell under non-standard conditions is determined by the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. In this specific "
"PYQ","1878b926-b36a-4647-a944-0270170b38e3","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 78: …\frac{[X^{2+}]}$̲}{[Y^{2+}]\${}","E_{\mathrm{cell}} = E_{\mathrm{cell}}^0 - \frac{0.06}{n} \log \frac{[X^{2+}]}$}{[Y^{2+}]\${}","The electrochemical potential of a cell under non-standard conditions is determined by applying the Nernst equation, which adjusts the standard cell potential based on the reaction quotient. From the "
"PYQ","18abb8eb-ee52-43ac-b90a-34311a4ff6d2","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 355: …\times  0.148)]$̲ \\ &=1.06\appr…"," \begin{aligned} I_0&= \frac{1}{2\pi}\int_{0}^{2 \pi}i_0 d\omega t\\ &=\frac{1}{2\pi} \int_{\theta _1}^{\pi-\theta _1}\left ( \frac{V_m \sin \omega t-E}{R} \right )\\ I_0&=\frac{1}{2 \pi R}[2V_m \cos \theta _1-E(\pi-2\theta _1)] \\ &=\frac{1}{2 \pi \times  19.04}\$[2 \times  57.5\sqrt{2} \times  \co","Input to the converter, $V_s=\left ( \frac{1}{4} \right )230=57.5V$ Diode conducts when $V_s\geq E$ $\begin{aligned} V_m \sin \theta _1&=E \\ 57.5\sqrt{2} \sin \theta _1&= 12\\ \theta _1=8.486^{\circ}"
"PYQ","18cff1ef-1008-4c2b-be07-8746ad9036e2","explanation","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 1: ̲rac{4!}{2!} = 1…","rac{4!}{2!} = 12","The sum of all four-digit numbers formed by the digits $1, 2, 2, 3$ is determined by calculating the sum of the digits at each position. The total number of unique permutations is $rac{4!}{2!} = 12$,"
"PYQ","19f26597-9fe5-4ece-8576-c3d124d04a7b","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 37: …ac{{T}}{ {P}} )$̲ $|\ \frac{\Del…","\frac{{V}}{ {nR}}=\frac{{T}}{ {P}} )$ $|\ \frac{\Delta{T}}{\Delta{P}} |=|\frac{-300}{2} |=150$ ","$P V=n R T$ $P \ΔV+V \ΔP=0$(for constant temp.) $P \ΔV=n R \ΔT$ (for constant pressure) $\ΔT= \frac{P \ΔV}{n R}$ $\Δ{P}=-{{P} \Δ{V}}/{ {V}} (\Δ{V}$ is same in both cases $)$ ${\Δ{T}}/{\Δ{P}}={{P} \Δ{V"
"PYQ","1a3e5c9e-c4e6-4e50-b493-3fcb577b1d22","options[0]","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 1: ̲rac{2d_1d_2}{d_…","rac{2d_1d_2}{d_1-d_2}","A. $rac{2d_1d_2}{d_1-d_2}$"
"PYQ","1a3e5c9e-c4e6-4e50-b493-3fcb577b1d22","options[1]","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 1: ̲rac{2d_1d_2}{d_…","rac{2d_1d_2}{d_1+d_2}","B. $rac{2d_1d_2}{d_1+d_2}$"
"PYQ","1a3e5c9e-c4e6-4e50-b493-3fcb577b1d22","options[2]","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 1: ̲rac{d_1d_2}{d_1…","rac{d_1d_2}{d_1+d_2}","C. $rac{d_1d_2}{d_1+d_2}$"
"PYQ","1a3e5c9e-c4e6-4e50-b493-3fcb577b1d22","options[3]","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 1: ̲rac{d_1d_2}{d_1…","rac{d_1d_2}{d_1-d_2}","D. $rac{d_1d_2}{d_1-d_2}$"
"PYQ","1ca0f291-c024-4379-a3cd-b9a6af7a142c","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 162: …)^{12}-1\right]$̲}{8 / 100} \tim…"," \begin{aligned} N_{s} &=\frac{365 A\left[(1+r)^{n}-1\right]\$}{r} \times  F \\ \&=\frac{365 \times  1213 \times \left[\left(1+\frac{8}{100}\right)^{12}-1\right]$}{8 / 100} \times  2.5 \times  10^{-6} \\ &=21.00 \mathrm{msa} \end{aligned} ","The cumulative number of standard axle load, $\begin{aligned} N_{s} &=\frac{365 A\left[(1+r)^{n}-1\right]}{r} \times F \\ &=\frac{365 \times 1213 \times\left[\left(1+\frac{8}{100}\right)^{12}-1\right]"
"PYQ","1d676008-1c02-4816-8b7d-abd26d2f2618","explanation","Expected '…', got '…' at end of input: …. \frac{d}{dx}","KaTeX parse error: Expected '\right', got 'EOF' at end of input: …. \frac{d}{dx} ","4 + 2 - 2 = \left. \frac{d}{dx} ","Applying the Leibniz integral rule to differentiate the given equation $f(x) + \int_{0}^{x}(x-t)f'(t)dt = (e^{2x}+e^{-2x})\cos 2x + \frac{2}{a}x$ with respect to $x$ yields $f'(x) + \int_{0}^{x} f'(t)"
"PYQ","1d676008-1c02-4816-8b7d-abd26d2f2618","explanation","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 2:  \̲r̲i̲g̲h̲t̲|_{x=0} + \frac…"," \right|_{x=0} + \frac{2}{a}","Applying the Leibniz integral rule to differentiate the given equation $f(x) + \int_{0}^{x}(x-t)f'(t)dt = (e^{2x}+e^{-2x})\cos 2x + \frac{2}{a}x$ with respect to $x$ yields $f'(x) + \int_{0}^{x} f'(t)"
"PYQ","1dbc20bf-d7a1-41a9-866f-d205def83308","explanation","Expected group as argument to '…'","KaTeX parse error: Expected group as argument to '\^' at position 63: …}{2 r} {𝑖}^{\^}̲+\;\frac{\mu _0…","\;{B_{\;\text{net }\;}}^{\to }=\;\frac{\mu _0 i}{2 r} {𝑖}^{\^}+\;\frac{\mu _0 i}{2 r} {𝑗}^{\^}","$\;{B_{\;\text{net }\;}}↖{→}=\;\frac{µ_0 i}{2 r} {𝑖}↖{\^}+\;\frac{µ_0 i}{2 r} {𝑗}↖{\^}$ $\;⇒ B_{\;\text{net }\;}=\;\frac{µ_0 i}{2 r} {\sqrt{2}}=4 π × 10^{-7} × {\sqrt{2}} × {\sqrt{2}} × \;\frac{1}{2"
"PYQ","1e10f5a3-722d-4a82-b6b4-adddbb83f484","question_text","Unexpected end of input in a macro argument, expected '}' at end of input: …_3 \xrightarrow","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …_3 \xrightarrow","(\mathrm{CH}_3)_2\mathrm{CHCH}(\mathrm{Br})\mathrm{CH}_3 \xrightarrow","Consider the following reactions : (a) $(\mathrm{CH}_3)_3\mathrm{CCH}(\mathrm{OH})\mathrm{CH}_3 \xrightarrow{\text{conc. } \mathrm{H}_2\mathrm{SO}_4}$ (b) $(\mathrm{CH}_3)_2\mathrm{CHCH}(\mathrm{Br})\"
"PYQ","1e9674bd-76d6-4202-8926-564256cdafad","question_text","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 212: …^+ \end{array}]$̲{\begin{array}{…"," \mathrm{Ph}-\mathrm{CH}=\mathrm{CH}_2 \xrightarrow\$[\begin{array}{c} (\mathrm{iii})\,\mathrm{HBr} \\ (\mathrm{iv})\,\mathrm{Mg},\,\text{ether},\,\text{then}\;\mathrm{HCHO}/\mathrm{H}_3\mathrm{O}^+ \end{array}]${\begin{array}{c} (\mathrm{i})\,\mathrm{BH}_3 \\ (\mathrm{ii})\,\mathrm{H}_2\mathrm{O}_2","The final product $A$, formed in the following reaction sequence is: $\mathrm{Ph}-\mathrm{CH}=\mathrm{CH}_2 \xrightarrow[\begin{array}{c} (\mathrm{iii})\,\mathrm{HBr} \\ (\mathrm{iv})\,\mathrm{Mg},\,\"
"PYQ","1ea7a4f9-8f89-4e5a-9a35-bd55fb6022cc","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 193: …s  0.3}}\right]$̲ \\ &=3.24 \mat…"," \begin{aligned} y_{2} &=\frac{y_{1}}{2}\left[-1+\sqrt{1+\frac{8 V_{1}^{2}}{g y_{1}}}\right]\$ \\ \&=\frac{0.3}{2} \times \left[-1+\sqrt{1+\frac{8 \times (13.72)^{2}}{9.81 \times  0.3}}\right]$ \\ &=3.24 \mathrm{m} \end{aligned} ","Water depth required to form a hydraulic jump may be given as, $\begin{aligned} y_{2} &=\frac{y_{1}}{2}\left[-1+\sqrt{1+\frac{8 V_{1}^{2}}{g y_{1}}}\right] \\ &=\frac{0.3}{2} \times\left[-1+\sqrt{1+\f"
"PYQ","1f7d38f5-acd7-4855-b11f-5fa8184a8b81","question_text","Unexpected end of input in a macro argument, expected '}' at end of input: \xrightarrow","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \xrightarrow","\xrightarrow","Three isomers $A, B$ and $C(\mathrm{mol}.)$ formula$\mathrm{C}_{8}\mathrm{H}_{11}\mathrm{N}$ ) give the following results: A and C $\xrightarrow{\text{Diazotization}}$ P + Q $\xrightarrow[(ii)\,\text{"
"PYQ","1fe8df7a-6a45-4648-9f47-71ddca1c0b3f","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 10: K_{sp} = $̲[\mathrm{A}^{2+…","K_{sp} = $[\mathrm{A}^{2+}]\","The solubility product constant characterizes the equilibrium between a sparingly soluble salt and its dissolved ions, providing a direct link between ion concentrations and the solubility $S$. For th"
"PYQ","1ff37d2b-b1ce-4e6e-ab65-50654758c05e","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: \frac{3}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \frac{3}","\frac{3}","Continuity at a specific point requires the function's limit as it approaches that point to equal the function's value at that point. For a fractional expression to have a finite, continuous value whe"
"PYQ","1ff37d2b-b1ce-4e6e-ab65-50654758c05e","explanation","Expected '…', got '}'","KaTeX parse error: Expected 'EOF', got '}' at position 1: }̲{9","}{9","Continuity at a specific point requires the function's limit as it approaches that point to equal the function's value at that point. For a fractional expression to have a finite, continuous value whe"
"PYQ","20b8fdf6-d42d-4d13-ae24-e9ce3c9f5819","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 221: … \Omega}\right]$̲ \\ & =1-e^{-j …"," \begin{aligned} y[n] & =x[n] * h[n] \\ Y\left(e^{j \Omega}\right) & =X\left(e^{j \Omega}\right) H\left(e^{j \Omega}\right) \\ & =\left[1-e^{-j \Omega}+2 e^{-3 j \Omega}\right]\$\left[1-\frac{1}{2} e^{-2 j \Omega}\right]$ \\ & =1-e^{-j \Omega}+2.5 e^{-3 j \Omega}-0.5 e^{-j 2 \Omega}-e^{-j 5 \Omega} ","$\begin{aligned} y[n] & =x[n] * h[n] \\ Y\left(e^{j \Omega}\right) & =X\left(e^{j \Omega}\right) H\left(e^{j \Omega}\right) \\ & =\left[1-e^{-j \Omega}+2 e^{-3 j \Omega}\right]\left[1-\frac{1}{2} e^{-"
"PYQ","20cb15fa-d332-44f6-b876-678d190e0d8d","explanation","Undefined control sequence: \mu","KaTeX parse error: Undefined control sequence: \mu at position 15: C = 10 \text{ \̲m̲u̲ ̲F}","C = 10 \text{ \mu F}","Calculating the duration for a resistor to heat up requires determining the electrical power dissipated within the series RLC circuit. The current flow is restricted by the total impedance $Z$, which "
